specObjID,objID,z,ra,dec
276915144263467008,587730846350180523,0.054492000490427,312.22755516,-0.82139628
276633767257309184,587730846350246215,0.0966866984963417,312.42853235,-0.6811179
276633767366361088,587730846350050104,0.10640300065279,311.93870327,-0.83600095
276915144196358144,587730846350377667,0.0571034997701645,312.71160063,-0.73079291
276633767030816768,587730846350377799,0.136565998196602,312.73051646,-0.7511147
276915144036974592,587730846350442969,0.0728603973984718,312.92861086,-0.72476779
276633767081148416,587730846350443441,0.0718317031860352,312.93771545,-0.71538734
276915143655292928,587730846350574517,0.0544460006058216,313.2103959,-0.77549564
276915143869202432,587730846350574520,0.198519006371498,313.21005816,-0.72754869
276915144187969536,587730846350312337,0.148717999458313,312.56993883,-0.68894666
276915144309604352,587730846350377631,0.0711676999926567,312.69125163,-0.77481856
276633767404109824,587730846350115938,0.10673899948597,312.18699022,-0.68619094
276915144024391680,587730846350508656,0.0694841966032982,312.94817879,-0.72468427
276633766909181952,587730846350509125,0.10775800049305,313.08421042,-0.71845148
276915144385101824,587730846350246632,0.097093403339386,312.40127156,-0.69330121
276633766888210432,587730846350574201,0.134560003876686,313.09712229,-0.68308771
276915143785316352,587730846350705254,0.0538595989346504,313.43240479,-0.63812769
276915143701430272,587730846350705407,0.0546361990272999,313.48163634,-0.64303999
276915143852425216,587730846350639762,0.055315900593996,313.26032025,-0.66522919
276915143714013184,587730846350705480,0.054517600685358,313.5032926,-0.65547013
276915143911145472,587730846350639777,0.0559229999780655,313.2643246,-0.64291961
276915143865008128,587730846350639793,0.129681006073952,313.2706437,-0.70874088
276915143474937856,587730846350640115,0.134284004569054,313.36106148,-0.78019291
276915143835648000,587730846350639828,0.0540058016777039,313.27890236,-0.69469414
276915143663681536,587730846350639997,0.106020003557205,313.31802193,-0.78848508
276915143483326464,587730846350705096,0.070184201002121,313.39136526,-0.80697308
276915143768539136,587730846350705109,0.106206998229027,313.39915437,-0.75390421
276915143831453696,587730846350705143,0.0543217994272709,313.41572475,-0.63001348
276915143441383424,587730846350705195,0.106375999748707,313.41487413,-0.79046501
276915143755956224,587730846350640098,0.133940994739532,313.35636831,-0.75577629
277196614945210368,587730846350967908,0.19896499812603,314.0737353,-0.82491282
276915143294582784,587730846350770343,0.0475596003234386,313.60050807,-0.80876545
276915143500103680,587730846350770593,0.0695841982960701,313.67060816,-0.76687129
276915143445577728,587730846350770775,0.069412499666214,313.54345595,-0.8162504
276915143688847360,587730846350704984,0.115870997309685,313.52396944,-0.76066351
276915143705624576,587730846350770840,0.0527551993727684,313.56750162,-0.68462136
277196614941016064,587730846350901617,0.115906998515129,313.9433717,-0.67690017
277196614982959104,587730846350901879,0.200559005141258,313.85555332,-0.62942592
277196614966181888,587730846350967850,0.157704994082451,314.01432739,-0.77291405
276915143370080256,587730846350967448,0.156947001814842,314.01608694,-0.72407621
276915143353303040,587730846350967797,0.0595972985029221,314.12910821,-0.7161702
277196615016513536,587730846351032810,0.0537471994757652,314.17354429,-0.81838444
276915143126810624,587730846351098805,0.0533174984157085,314.41289301,-0.8389081
276915143378468864,587730846351098854,0.198677003383636,314.42977444,-0.70190421
276915143227473920,587730846351229924,0.29755300283432,314.61780718,-0.74224037
277196614307676160,587730846351426420,0.0798501968383789,315.05757849,-0.64069742
276915143521075200,587730846350901424,0.05338079854846,313.9021333,-0.63659026
277196614118932480,587730846351491175,0.160187005996704,315.25240913,-0.66106859
277196614647414784,587730846351295109,0.0521692000329494,314.78108238,-0.83858233
276915143122616320,587730846351032748,0.161264002323151,314.14829922,-0.81780793
276915143185530880,587730846351229625,0.190372005105019,314.64501926,-0.7585742
276915143244251136,587730846351229707,0.114422999322414,314.66853148,-0.68725826
277196614156681216,587730846351491301,0.0799190998077393,315.29533714,-0.63329965
277478042274627584,587730846352015972,0.135648995637894,316.43619234,-0.72746802
277478042765361152,587730846351622311,0.119506999850273,315.53717038,-0.70622511
277196613800165376,587730846351950301,0.156826004385948,316.25095582,-0.63884794
277478042769555456,587730846351688249,0.160933002829552,315.64569325,-0.65660752
277196613779193856,587730846351753294,0.0787098035216331,315.7922039,-0.66005589
277478042622754816,587730846351753935,0.100322999060154,315.86080108,-0.74555702
277478042748583936,587730846351819073,0.047451701015234,316.03272588,-0.77013384
277196613808553984,587730846351819304,0.00474639981985092,315.94679208,-0.83048409
277478042459176960,587730846351950589,0.158622995018959,316.3659156,-0.68001687
277196614009880576,587730846351687714,0.0556426011025906,315.64096549,-0.70799231
277196613791776768,587730846351819626,0.0186324007809162,316.04964127,-0.66348794
277196613762416640,587730846351884986,0.0960576981306076,316.1866344,-0.7705848
277478042756972544,587730846351557542,0.185665994882584,315.48312002,-0.64445797
277196613988909056,587730846351623086,0.18588200211525,315.4882732,-0.64912581
277196613783388160,587730846351688178,0.15420700609684,315.78241229,-0.74132459
277478042283016192,587730846352015835,0.156942993402481,316.38533994,-0.71759818
277478042186547200,587730846352211976,0.0850970968604088,316.84837828,-0.70260422
277478042404651008,587730846352016110,0.156175002455711,316.49686205,-0.78741934
277759569344593920,587730846352540197,0.22579500079155,317.60276172,-0.6872515
277478042266238976,587730846352016179,0.134881004691124,316.52629562,-0.66756987
277759569336205312,587730846352540213,0.0597020983695984,317.61795977,-0.68022857
277478041779699712,587730846352540334,0.0469518005847931,317.66805218,-0.67851502
277478042236878848,587730846352212308,0.0853075981140137,316.93059728,-0.6426748
277478042383679488,587730846352081331,0.0347389988601208,316.53289643,-0.79906994
277478041792282624,587730846352540038,0.032065499573946,317.71395847,-0.67363781
277478042400456704,587730846352081482,0.0487159006297588,316.59036259,-0.77121383
277478042165575680,587730846352212668,0.0851024016737938,316.95291736,-0.62943023
277478042303987712,587730846352081589,0.135304003953934,316.6285011,-0.71893516
277478042173964288,587730846352212697,0.168586999177933,316.96750608,-0.69169897
277478041930694656,587730846352343705,0.168367996811867,317.22815212,-0.72580524
277478041725173760,587730846352343873,0.0950364023447037,317.18134193,-0.83242656
277478041913917440,587730846352409090,0.209621995687485,317.32777327,-0.63762213
277478041922306048,587730846352474532,0.174049004912376,317.43154985,-0.63711273
277478041511264256,587730846352474797,0.033687099814415,317.53399119,-0.77299881
277759569323622400,587730846352539902,0.0337659008800983,317.65620056,-0.65253462
277478042039746560,587730846352147038,0.167786002159119,316.72046367,-0.81164028
277759569315233792,587730846352605355,0.134589001536369,317.80249584,-0.69664336
277759569340399616,587730846352540409,0.167946994304657,317.69604908,-0.74636373
277759569050992640,587730846352671216,0.0911147966980934,317.8821553,-0.63432082
277478041603538944,587730846352736745,0.0728349983692169,318.02935182,-0.72810478
277759569143267328,587730846352802178,0.134406998753548,318.30670826,-0.71920474
277759568996466688,587730846352802180,0.195880994200706,318.30822642,-0.69890403
277759568950329344,587730846352868047,0.120209999382496,318.43846134,-0.7416676
277759568971300864,587730846352868133,0.200464993715286,318.46761864,-0.83274261
277759568325378048,587730846353261027,0.0607015006244183,319.2764168,-0.70300787
277759569004855296,587730846352933356,0.19888100028038,318.4895059,-0.80923705
277759568270852096,587730846353195932,0.0596630983054638,319.14813267,-0.81945545
277759568828694528,587730846352933601,0.118561998009682,318.61683056,-0.65589801
277759568832888832,587730846352998886,0.119502998888493,318.64070646,-0.66109577
278041387851579392,587730846353260779,0.13170899450779,319.34357176,-0.70708376
277759568447012864,587730846352999134,0.146884992718697,318.77018924,-0.78165953
277759568308600832,587730846353261077,0.136792004108429,319.30466673,-0.7636824
277759568505733120,587730846353064401,0.138896003365517,318.86088259,-0.69669132
277759568509927424,587730846353064428,0.138527005910873,318.86487008,-0.66267682
277759568480567296,587730846353130101,0.175735995173454,319.01741133,-0.75596047
277759568283435008,587730846353195114,0.0193322002887726,319.1151895,-0.82649208
277759568312795136,587730846353195226,0.0611414015293121,319.14355754,-0.76509798
277759568266657792,587730846353195279,0.0595770999789238,319.16708349,-0.77371572
277759568321183744,587730846353195459,0.0924931988120079,319.08210362,-0.7454409
277759568279240704,587730846353195482,0.0614981986582279,319.09086611,-0.66903135
277759568275046400,587730846353195485,0.0610590986907482,319.09145972,-0.730287
277759568304406528,587730846353195551,0.0925761014223099,319.13274394,-0.74991199
277759568153411584,587730846353392184,0.0576304011046886,319.62873231,-0.83193402
278041387897716736,587730846353392188,0.177113994956017,319.62805238,-0.68959362
278041387717361664,587730846353588616,0.0943735986948013,319.97745513,-0.67620074
278041387562172416,587730846353719823,0.249907001852989,320.36209079,-0.77973277
278041387390205952,587730846353719881,0.05816850066185,320.39811988,-0.78564634
278041387352457216,587730846353785568,0.245425999164581,320.54448976,-0.82771655
278041387415371776,587730846353850959,0.194948002696037,320.68455808,-0.73986357
278041387025301504,587730846353981909,0.0626417025923729,320.926645,-0.78490903
278041386849140736,587730846353981975,0.0619711987674236,320.94801425,-0.75741374
278041386886889472,587730846353982081,0.169943004846573,320.99928319,-0.71606301
278041386840752128,587730846354047439,0.202601000666618,321.04487508,-0.7429868
278041386723311616,587730846354112910,0.0621474012732506,321.20882128,-0.62997866
278322849997914112,587730846354243811,0.0514835007488728,321.58301691,-0.75469263
278041386685562880,587730846354243813,0.0516632981598377,321.57951562,-0.76409059
278041386714923008,587730846354244005,0.065140001475811,321.51646773,-0.72781453
278322849976942592,587730846354244087,0.0510766990482807,321.55672161,-0.77113486
278041386702340096,587730846354244274,0.275249004364014,321.52994212,-0.82288055
278322849813364736,587730846354374872,0.0515826009213924,321.87364049,-0.69168926
278041386677174272,587730846354374874,0.0515906997025013,321.87372216,-0.6907462
278322849943388160,587730846354375046,0.120228998363018,321.77608073,-0.82877438
278322850002108416,587730846354375085,0.0605605989694595,321.80688147,-0.73348261
278322849830141952,587730846354440648,0.238585993647575,321.97517204,-0.76033638
278322849838530560,587730846354505777,0.118262998759747,322.08233545,-0.77121953
278322849674952704,587730846354506138,0.11888399720192,322.10572857,-0.76022793
278322849670758400,587730846354571724,0.17815700173378,322.25374104,-0.71661285
278322849662369792,587730846354571894,0.0522937998175621,322.33759924,-0.68482109
278322849482014720,587730846354637073,0.136483997106552,322.48568497,-0.7491216
278322849477820416,587730846354637227,0.226105004549026,322.42040734,-0.69123751
278322849448460288,587730846354637263,0.0650693029165268,322.4353545,-0.6450017
278322849159053312,587730846354637356,0.133817002177238,322.4962332,-0.67731229
278322849171636224,587730846354637395,0.124650001525879,322.51315408,-0.64551008
278322849112915968,587730846354702477,0.0924583002924919,322.65394466,-0.66460354
278322849175830528,587730846354702663,0.0943036004900932,322.58265775,-0.64387569
278322849117110272,587730846354702680,0.0301639996469021,322.59724807,-0.70715363
278322848978698240,587730846354768353,0.0509989000856876,322.81370506,-0.68083407
278322848940949504,587730846354833846,0.105036996304989,322.91214564,-0.82131554
278322848970309632,587730846354833902,0.131825000047684,322.93899777,-0.81836414
278604101497913344,587730846354833963,0.123751997947693,322.82700672,-0.65792292
278322848760594432,587730846354899348,0.10292199999094,323.00425725,-0.75800933
278604101544050688,587730846354899370,0.102182999253273,323.01740054,-0.75820043
278604101502107648,587730846354899377,0.123025000095367,323.02228377,-0.67030231
278322848810926080,587730846354899487,0.126496002078056,323.09427501,-0.65262153
278322848794148864,587730846354899506,0.0510407015681267,323.10529332,-0.63192843
278322848777371648,587730846354964583,0.123883999884129,323.1612445,-0.66824535
278604100516446208,587730846355554795,0.135349005460739,324.60866217,-0.68420665
278885563623276544,587730846355554799,0.0506034009158611,324.61026746,-0.69463349
278885563631665152,587730846355620384,0.156828001141548,324.74590978,-0.71012014
278885563661025280,587730846355620414,0.0329764001071453,324.7645284,-0.83565782
278604101401444352,587730846354965290,0.123429000377655,323.25361742,-0.69939328
