specObjID,objID,z,ra,dec
276915143734984704,587730846887576431,0.15250900387764,313.5086452,-0.22089746
276633767487995904,587730846886855893,0.223703995347023,311.87286469,-0.39726119
277196615100399616,587730846887641808,0.201139003038406,313.57387386,-0.24935459
277196614890684416,587730846887772759,0.161042004823685,313.84398742,-0.21572
276915143219085312,587730846888035124,0.336062014102936,314.51688813,-0.31178804
276915143407828992,587730846887837720,0.0856152027845383,313.98768401,-0.26009534
277196614718717952,587730846887903463,0.0297116991132498,314.20638773,-0.23776071
277196614584500224,587730846888034774,0.0526742003858089,314.55335728,-0.32437853
277196614236372992,587730846888362644,0.079594299197197,315.22360503,-0.38761985
277196613892440064,587730846888690470,0.0476417988538742,316.06639803,-0.3188041
277478042492731392,587730846888755942,0.0476205982267857,316.1869941,-0.2158021
277759569210376192,587730846889214679,0.0973623022437096,317.27435606,-0.3473816
277478042450788352,587730846888886403,0.0953233018517494,316.4219435,-0.33652779
277196614068600832,587730846888494013,0.415288001298904,315.60310601,-0.24904104
277759568849666048,587730846889541822,0.0600661002099514,317.93867716,-0.21931841
277478042140409856,587730846889148657,0.0852719992399216,317.05195296,-0.24002004
277478042085883904,587730846889148976,0.0947827994823456,317.04014809,-0.25082093
277478041632899072,587730846889607588,0.0468732006847858,318.04773399,-0.25869461
277759568593813504,587730846889869791,0.0321134999394417,318.67132736,-0.41098267
277759568564453376,587730846889870147,0.340950012207031,318.77565814,-0.22328895
277759568350543872,587730846889935650,0.384874999523163,318.92471364,-0.25529766
278041387763499008,587730846890131873,0.347709000110626,319.25870148,-0.22890113
278041387801247744,587730846890132145,0.346083998680115,319.23249244,-0.2774912
278041387427954688,587730846890394047,0.0948982983827591,319.89440832,-0.36667432
278041387230822400,587730846890656455,0.323944985866547,320.4832698,-0.25368386
278322849381351424,587730846891507736,0.0498864017426968,322.37073213,-0.21963038
278322849272299520,587730846891507758,0.136445000767708,322.39572491,-0.29622608
278322849209384960,587730846891508587,0.236653000116348,322.51658452,-0.35223137
278322849284882432,587730846891508199,0.0583819001913071,322.39756491,-0.2707482
278322849322631168,587730846891507870,0.0299645997583866,322.45191785,-0.31355841
278322849746255872,587730846891114769,0.157594993710518,321.58208058,-0.2181187
277759568749002752,587730846889673397,0.0204198993742466,318.3042497,-0.36660116
278322849029029888,587730846891639378,0.398418992757797,322.70589257,-0.28632864
278041387104993280,587730846890721880,0.29355600476265,320.63918394,-0.36352783
278322849188413440,587730846891573582,0.13688600063324,322.53233433,-0.26537353
278322849528152064,587730846891442539,0.0302700996398926,322.24202212,-0.34243935
278322849758838784,587730846891180849,0.479359000921249,321.69453294,-0.25371779
278604100579360768,587730846892425600,0.0915779024362564,324.49372755,-0.21659712
278604100591943680,587730846892425665,0.185516998171806,324.53031834,-0.34549269
278322848722845696,587730846892097872,0.235780000686646,323.75347748,-0.25580372
278604100415782912,587730846892622301,0.0679463967680931,325.05662463,-0.26901679
278885563522613248,587730846892491111,0.155184999108315,324.65831959,-0.35066084
278604100566777856,587730846892556779,0.240159004926682,324.83924575,-0.40404474
278885562906050560,587730846893080879,0.0758476033806801,326.10607328,-0.26408621
278885562994130944,587730846893080588,0.0267443992197514,325.96377552,-0.32139792
278885562734084096,587730846893277572,0.228728994727135,326.53619445,-0.2425087
278885562725695488,587730846893277690,0.311585992574692,326.509847,-0.21885031
276352159467962368,587730847422809328,0.259483009576797,309.74468649,0.0014008
276352159669288960,587730847422744167,0.449680000543594,309.54652126,0.04995854
276352160495566848,587730847422808728,0.150700002908707,309.78651194,0.09272591
278885562717306880,587730846893212084,0.388314992189407,326.39956639,-0.24049091
278885562507591680,587730846893343238,0.393256008625031,326.66863608,-0.38445281
276633768276525056,587730847423071433,0.0269738994538784,310.37275672,0.13225506
276352160998883328,587730847423268306,0.31572300195694,310.73494512,0.14880679
276633768775647232,587730847423660988,0.256657987833023,311.67544982,0.08548662
276915144523513856,587730847423923212,0.251747995615005,312.30428965,0.0663596
276915144565456896,587730847423791750,0.024668600410223,312.02361024,0.06884447
276915144578039808,587730847423792456,0.362825989723206,311.94784983,0.0604966
276633769127968768,587730847424054490,0.287355005741119,312.61977241,0.04677691
276352161326039040,587730847423594593,0.0136492997407913,311.4565191,0.17797825
276633769081831424,587730847424054440,0.288677990436554,312.58003677,0.12106432
276915144842280960,587730847424315402,0.0302824005484581,313.09324232,0.075727
276633769408987136,587730847424315465,0.210631996393204,313.09410334,0.01977417
276915144850669568,587730847424250766,0.239965006709099,313.05174416,0.17480329
276915145211379712,587730847424578766,0.196831002831459,313.8041074,0.01403241
276915145056190464,587730847424381833,0.106960996985435,313.32337204,0.12034602
276915145194602496,587730847424643782,0.176051005721092,313.88697579,0.08226419
277196615402389504,587730847424709743,0.33626401424408,313.99029365,0.12939371
276915145152659456,587730847424512345,0.0298643000423908,313.63510243,0.04196954
276915145572089856,587730847424905817,0.295473992824554,314.46642805,0.10625076
277196615846985728,587730847425168321,0.331256985664368,315.04894212,0.13574659
277196615708573696,587730847424906304,0.223995998501778,314.53774701,0.20571873
277196615775682560,587730847425102190,0.0513060018420219,315.01671999,0.19838052
277478043147042816,587730847425429817,0.280856996774673,315.76215043,0.00856726
277196616241250304,587730847425364324,0.0777985975146294,315.61168639,0.18143485
277478042920550400,587730847425364576,0.0504113994538784,315.5272022,0.20232618
277478043113488384,587730847425429997,0.103335998952389,315.66045592,0.17954204
277196614500614144,587730847424971574,0.333546996116638,314.67185157,0.09822354
277196615716962304,587730847424971868,0.331649005413055,314.64084711,0.17348592
277196616429993984,587730847425561099,0.0510490015149117,315.97235498,0.18992707
277196614081183744,587730847425495754,0.18690299987793,315.88734916,0.02423963
277196613888245760,587730847425561461,0.38272899389267,316.02495474,0.04009725
277478043809742848,587730847426084943,0.047332800924778,317.15294993,0.07068867
277478043839102976,587730847426085652,0.328611999750137,317.14388549,0.1309427
277759569411702784,587730847426151327,0.324719995260239,317.36042942,0.19728881
277478043478392832,587730847425822795,0.0506591014564037,316.55853173,0.09778955
277759568568647680,587730847426675379,0.0601880997419357,318.6077294,0.01108855
277759569986322432,587730847426674883,0.0605572015047073,318.56107467,0.15832213
277759568560259072,587730847426675017,0.388379007577896,318.60501701,0.0825226
277759568732225536,587730847426544336,0.115455999970436,318.30524342,0.08289924
277759569923407872,587730847426544407,0.445277988910675,318.17974588,0.15575897
277759570015682560,587730847426609827,0.0597927011549473,318.44817263,0.17449055
277759568191160320,587730847427003099,0.233674004673958,319.37020648,0.11742732
277759568065331200,587730847427265072,0.0331937000155449,319.91975399,0.1209354
278041387159519232,587730847427592968,0.466511994600296,320.59875864,0.16173544
277759568082108416,587730847427264663,0.308811008930206,319.88775707,0.13619516
278322849737867264,587730847428182531,0.0515322014689446,322.04866791,0.06627329
278322850568339456,587730847428247919,0.138261005282402,322.11520846,0.18203642
278322849377157120,587730847428313674,0.138374999165535,322.35952553,0.09053506
278041386970775552,587730847427723821,0.27488499879837,320.90751321,0.15004415
278322849561706496,587730847428247888,0.233701005578041,322.09502219,0.06902339
278322849389740032,587730847428313411,0.0524505004286766,322.36457749,0.03290995
278322849926610944,587730847427986064,0.4566810131073,321.50490761,0.00344777
278322849393934336,587730847428313885,0.493402987718582,322.31200241,0.05673303
278604101808291840,587730847428706943,0.346731007099152,323.14367896,0.14792169
278322849280688128,587730847428379043,0.233937993645668,322.41648905,0.08921032
278604101418221568,587730847428641359,0.395292013883591,323.025998,0.02235829
278322849251328000,587730847428444334,0.134443998336792,322.61932483,0.01896166
278604101007179776,587730847429034482,0.117398999631405,323.94287774,0.11586384
278322848731234304,587730847428968484,0.0548298992216587,323.73682384,0.04388241
278604102475186176,587730847429165179,0.056896299123764,324.24455017,0.13962863
278885563577139200,587730847429427511,0.148112997412682,324.8227379,0.01207319
278885563371618304,587730847429492946,0.0623745992779732,325.05470234,0.0311065
278885564713795584,587730847430082828,0.375968992710114,326.29700319,0.11192717
278885564424388608,587730847429886547,0.364087998867035,325.88700667,0.1996816
278885564428582912,587730847429886504,0.364565014839172,325.84012981,0.08210294
276352160109690880,587730847959548141,0.261564999818802,309.40138075,0.60369016
276633768733704192,587730847960596597,0.0126994997262955,311.76378362,0.4368008
276352160113885184,587730847691048570,0.42952299118042,309.33023192,0.15052278
276352160478789632,587730847959679676,0.0484906993806362,309.77929006,0.55456595
276633768402354176,587730847960204589,0.359748005867004,310.88557893,0.53663846
276633768859533312,587730847960596912,0.0141267003491521,311.83487078,0.48405676
276633768905670656,587730847960663332,0.361322999000549,312.03645213,0.44148633
276633768842756096,587730847960596651,0.0122292004525661,311.78016876,0.43018519
276915144506736640,587730847960794130,0.13664199411869,312.32404346,0.56325962
276915144695480320,587730847961055551,0.163800999522209,312.85332365,0.56972771
276352161154072576,587730847960335107,0.171995997428894,311.14723581,0.55431553
276915144871641088,587730847961055766,0.147639006376266,312.91396036,0.5597757
276915144880029696,587730847961121919,0.405624985694885,312.96565522,0.58373857
277196615268171776,587730847961449424,0.0231752004474401,313.83025008,0.54060158
277196615385612288,587730847961645164,0.086184099316597,314.16489244,0.55438254
277196615524024320,587730847961645469,0.150516003370285,314.27350866,0.50027555
277196615561773056,587730847961711549,0.239777997136116,314.37583501,0.48351381
276915145530146816,587730847961777058,0.207151994109154,314.55740986,0.48191586
277196615859568640,587730847962104679,0.350309014320374,315.19493218,0.49617808
277478043302232064,587730847962497469,0.0137945003807545,316.21652098,0.44798879
277478043264483328,587730847962497647,0.217217996716499,316.10607301,0.51033615
277196616090255360,587730847962104697,0.331097006797791,315.21873262,0.4354839
277759569994711040,587730847963480387,0.0471750013530254,318.43316789,0.57469119
277759569415897088,587730847963021429,0.0507735013961792,317.31488963,0.52347216
277759569373954048,587730847963021845,0.204815998673439,317.31451183,0.48610049
277759569969545216,587730847963545655,0.0269207991659641,318.5022602,0.53510207
277759569365565440,587730847962956630,0.203125,317.24183809,0.47764389
278041387977408512,587730847963939362,0.0349996015429497,319.50361145,0.57086902
278041388157763584,587730847964070450,0.271476000547409,319.74534789,0.54862712
278041388094849024,587730847964070620,0.276524007320404,319.7044648,0.56036677
277759570586107904,587730847964070444,0.27682900428772,319.74355342,0.56225233
278041388107431936,587730847964070716,0.271596997976303,319.77097255,0.54567462
277759570556747776,587730847964136092,0.445125997066498,319.83904556,0.58235112
278041388153569280,587730847964070307,0.271019995212555,319.67791459,0.53503008
278041388170346496,587730847964135496,0.269755989313126,319.85707446,0.5024473
278041388812075008,587730847964594916,0.272888988256454,321.01398839,0.52037626
278041389172785152,587730847964987718,0.163271993398666,321.78854018,0.5234752
278322850874523648,587730847965577809,0.347045987844467,323.17264549,0.61114365
278604101929926656,587730847965577693,0.232161998748779,323.22693036,0.57401848
278322851063267328,587730847965643066,0.0504145994782448,323.38049972,0.55782934
278322850748694528,587730847965381349,0.444337010383606,322.69223133,0.47230814
278322851054878720,587730847965643315,0.211908996105194,323.35033741,0.53027551
278604102110281728,587730847965773849,0.179769992828369,323.58270705,0.54380745
278604102118670336,587730847965774233,0.118817999958992,323.62466116,0.46601548
278322851226845184,587730847965774285,0.121967002749443,323.64231801,0.49633855
278604102458408960,587730847966036157,0.050976000726223,324.25986493,0.4282534
278604102412271616,587730847966036237,0.0502333007752895,324.27071174,0.47894348
278604102580043776,587730847966102079,0.412645995616913,324.33379867,0.5356919
278885564185313280,587730847966429756,0.32048699259758,325.21155549,0.45354691
278604102923976704,587730847966429642,0.108833000063896,325.20554651,0.55762069
278604102961725440,587730847966364088,0.119597002863884,325.00209498,0.45048314
278885564189507584,587730847966495229,0.241574004292488,325.2179747,0.54192543
278885564336308224,587730847966560281,0.055036898702383,325.36924356,0.60826632
278885564508274688,587730847966757386,0.227182000875473,325.94606824,0.42819529
276352160894025728,587730848496681342,0.43962898850441,310.02632997,1.03346398
278885565057728512,587730847967085111,0.412910014390945,326.69924087,0.52942594
276352160130662400,587730848227919381,0.43402698636055,309.20290162,0.49953815
276352160264880128,587730848496420269,0.423923999071121,309.35804496,0.91653177
276633768335245312,587730848497074996,0.0509262010455132,310.88281349,0.9633476
276352160424263680,587730848496420180,0.199869006872177,309.48345395,1.04839022
276352161414119424,587730848496943964,0.314166992902756,310.56744093,1.03474232
276633768691761152,587730848497270997,0.369269013404846,311.34310327,0.91150478
276633768683372544,587730848497337615,0.505970001220703,311.58880467,1.03177716
276633768985362432,587730848497402618,0.170414000749588,311.65389216,0.88690223
276633769169911808,587730848497534215,0.334479004144669,312.03067233,1.0482901
276633769555787776,587730848497992150,0.146013006567955,312.95628228,0.93015745
276633769216049152,587730848497599784,0.3490189909935,312.18292659,0.95270624
276915144628371456,587730848497927237,0.333263009786606,312.79620079,0.94614601
276915144599011328,587730848497927190,0.104388996958733,312.9318258,1.03730803
276915144800337920,587730848497992841,0.409655004739761,313.07894345,0.89465269
276915144959721472,587730848498123779,0.206340998411179,313.38483301,1.01676579
276915144796143616,587730848498123849,0.407949000597,313.27560827,1.00964171
276633769346072576,587730848497730045,0.0496564991772175,312.48213481,0.89958821
276915144838086656,587730848498057945,0.337179988622665,313.16294825,0.96111837
276915145307848704,587730848498189358,0.32940798997879,313.53396738,0.88540385
276915144930361344,587730848498189498,0.302100002765656,313.50575285,0.98774058
277196615129759744,587730848498516089,0.160822004079819,314.16585499,0.89789926
276915145429483520,587730848498385832,0.308257013559341,313.92898563,0.99936324
277196615448526848,587730848498647960,0.0470382012426853,314.57723779,1.01841743
277196615486275584,587730848498712762,0.0479108989238739,314.65936675,0.91257039
277478042899578880,587730848499171723,0.135555997490883,315.76098663,0.8942873
277478042882801664,587730848499171576,0.261458992958069,315.72581808,0.88675214
277196616329330688,587730848499107313,0.432586997747421,315.62247323,0.96905235
277478042874413056,587730848499237231,0.135521993041039,315.78263512,0.88775367
277478042891190272,587730848499237285,0.0734162032604218,315.79894133,0.97532494
277196616287387648,587730848499237662,0.435259014368057,315.80425172,0.91916164
277478043042185216,587730848499368529,0.16729399561882,316.18293018,0.91419283
277478042916356096,587730848499171972,0.436277002096176,315.70263639,0.96263073
277478043017019392,587730848499433523,0.134406998753548,316.24583798,0.95219997
277478043386118144,587730848499630843,0.216665998101234,316.69289946,1.02499555
277478043381923840,587730848499565436,0.318949997425079,316.67498639,0.85365992
277759569499783168,587730848500089655,0.420305013656616,317.82502226,0.87663209
277759569629806592,587730848500285899,0.149562001228333,318.20444379,0.92777992
277478044086566912,587730848500023857,0.0681117996573448,317.63269571,0.8950541
277759569483005952,587730848499958445,0.15183000266552,317.55728779,0.99086781
277478044078178304,587730848499958538,0.448249012231827,317.51271441,0.96207307
277759570313478144,587730848500613723,0.0314405001699924,319.01573839,1.01834591
277759570355421184,587730848500613876,0.426589012145996,318.97834247,0.98204362
277759570284118016,587730848500679012,0.135405004024506,319.08422047,0.92360359
277759569772412928,587730848500351927,0.479696989059448,318.38316221,0.99421546
277759570468667392,587730848500810760,0.485379010438919,319.42766549,0.95222055
278041388208095232,587730848501006772,0.153649002313614,319.86053596,0.9518484
278041388048711680,587730848500876101,0.450345009565353,319.53098242,0.9603818
277759570623856640,587730848500876263,0.454775005578995,319.57440289,0.96199239
278041389088899072,587730848501530855,0.0494913011789322,321.14434584,0.9790571
278041388749160448,587730848501334659,0.342206001281738,320.69786801,1.03441692
278041389067927552,587730848501531235,0.343030005693436,321.09896603,0.91474711
278041388690440192,587730848501269257,0.233220994472504,320.56821102,0.99851454
278041388895961088,587730848501465568,0.0507164001464844,320.92528235,0.90513158
278041388753354752,587730848501399575,0.0310129001736641,320.74453255,1.0267202
278041389248282624,587730848501662245,0.135067999362946,321.44314861,0.93109264
278041388866600960,587730848501399841,0.0628990978002548,320.84635314,1.04724547
278041389231505408,587730848501596412,0.0490343011915684,321.28796457,0.89677543
278322851004547072,587730848502186433,0.100539997220039,322.62119188,1.00739844
278322850169880576,587730848501727535,0.134792000055313,321.47529741,0.96819869
278322850799026176,587730848502120789,0.0885995998978615,322.38236815,1.03662463
278604101699239936,587730848502448693,0.348457008600235,323.20985041,0.97317764
278322851348480000,587730848502514052,0.233941003680229,323.34595219,0.97598025
278604102051561472,587730848502710660,0.180981993675232,323.82269258,0.91453137
278604102034784256,587730848502710725,0.405348002910614,323.74598326,0.90115361
278604101896372224,587730848502645134,0.180184006690979,323.59130575,0.89128522
278604102223527936,587730848502776068,0.236679002642632,324.00932853,0.88271957
278604102219333632,587730848502841356,0.351170986890793,324.02458663,0.84033276
278604102504546304,587730848502841711,0.103693999350071,324.09199028,0.94768867
278885563786854400,587730848503234859,0.213030993938446,324.93452858,0.95977434
278885564126593024,587730848503431690,0.306668013334274,325.42624825,0.94714254
278604102710067200,587730848502972832,0.0410389006137848,324.42268617,0.88805181
278604102735233024,587730848503038256,0.105522997677326,324.57123297,1.0076771
278604102731038720,587730848503038515,0.178001999855042,324.55981105,0.90508343
278885563958820864,587730848503431442,0.1058129966259,325.36401526,0.98418168
278885564306948096,587730848503628366,0.318504005670547,325.95317963,1.03809168
276352159543459840,587731172230694140,0.330255001783371,310.10321569,-0.9772672
276352159061114880,587731172230889724,0.085011400282383,310.57920395,-0.92517004
276352159023366144,587731172231021625,0.307411998510361,310.81582763,-0.97344619
276633768033255424,587731172231218294,0.329176008701324,311.30131585,-0.90978731
276352158897537024,587731172231087540,0.327232003211975,311.06941229,-0.88505661
276633768146501632,587731172231021638,0.30833500623703,310.82980018,-0.93488459
276352158901731328,587731172231087407,0.412847995758057,310.97794549,-0.88757812
276352158880759808,587731172231087446,0.328509986400604,311.00338794,-1.01364708
276352158884954112,587731172231087458,0.336683988571167,311.00869893,-0.88641444
276352158872371200,587731172231021785,0.474368989467621,310.95127982,-1.0064123
276352158863982592,587731172231086326,0.327482014894485,310.99619905,-0.92996839
276352158905925632,587731172231086633,0.327928006649017,311.07013314,-0.86698963
276633767190200320,587731172231611069,0.0543210990726948,312.18288436,-0.93647381
276915144326381568,587731172231808149,0.498093008995056,312.62533699,-1.04785864
276633767186006016,587731172231611345,0.360424995422363,312.27076419,-0.96446448
276915143995031552,587731172232004577,0.297271996736526,313.13323507,-0.87767367
276915144162803712,587731172231938694,0.218178004026413,312.9274337,-0.86322187
276915143969865728,587731172232003894,0.0556657016277313,313.17383143,-0.9770048
276915143583989760,587731172232070097,0.267933994531631,313.31748191,-1.04715774
276915143982448640,587731172232004333,0.0547785013914108,313.14438073,-0.98318336
276915143630127104,587731172232070026,0.266570001840591,313.25348555,-0.85648998
276915143449772032,587731172232135233,0.0568782016634941,313.49723356,-0.92038161
276915143659487232,587731172232070084,0.265765994787216,313.31576119,-1.02082074
277196614949404672,587731172232462553,0.298465013504028,314.14466189,-0.95936271
277196614823575552,587731172232528755,0.414065003395081,314.25730806,-1.03362811
277196614827769856,587731172232594184,0.216015994548798,314.49397525,-0.94746814
276915143479132160,587731172232200335,0.410685002803802,313.51993976,-0.95904298
277478042673086464,587731172233117873,0.388159990310669,315.66059442,-0.91959
277478042052329472,587731172233576989,0.0965553969144821,316.70743154,-0.85736894
277478042408845312,587731172233511057,0.0961228013038635,316.54292779,-0.86034428
277478041851002880,587731172233642597,0.215825006365776,316.8332015,-0.8820238
277478042677280768,587731172233183763,0.161632999777794,315.80220989,-1.01712424
