# VIPERS Database
# File    : w4_spec_radec.txt.gz
# Date    : 2013-02-28 10:42
# Table   : W4_PHOT correlated with W4_SPECTRO_V3_0
# Columns : 3
# Rows    : 24858
# SQL     : SELECT W4_PHOT.alpha, W4_PHOT.delta, W4_SPECTRO_V3_0.zspec 
#           FROM W4_PHOT INNER JOIN W4_SPECTRO_V3_0 USING (num) WHERE (
#           W4_SPECTRO_V3_0.zflg >= 2)
# W4_PHOT.alpha	W4_PHOT.delta	W4_SPECTRO_V3_0.zspec
# DOUBLE	DOUBLE	FLOAT
# deg	deg	
333.756266	0.922445	0.5600
333.759529	0.875736	0.9124
333.759976	0.945671	0.5311
333.763608	0.867039	0.6891
333.764642	0.909941	0.7106
333.763283	0.948897	0.5863
333.763687	0.987781	0.4832
333.765859	0.878423	1.2568
333.766858	0.941511	0.5618
333.766985	0.982714	0.8737
333.767928	0.875796	0.7974
333.768865	0.913589	0.6588
333.768395	0.954635	0.6888
333.768853	0.954552	0.2014
333.770334	0.949784	1.3289
333.771509	0.943881	0.5605
333.774914	0.907564	0.9093
333.773737	0.947067	0.7892
333.773343	0.987381	0.8767
333.776199	0.874460	0.6883
333.776672	0.983541	0.9042
333.778368	0.882738	0.5874
333.778539	0.936824	0.4080
333.778846	0.980795	0.0000
333.780641	0.879633	0.6897
333.780847	0.922952	0.9086
333.783115	0.905465	0.5308
333.783997	0.983658	0.9821
333.784791	0.874577	0.6449
333.785051	0.944341	0.9371
333.786412	0.939427	0.7081
333.788139	0.864408	0.4509
333.789375	0.918616	0.8092
333.789067	0.978500	0.0000
333.791413	0.869006	0.8495
333.791846	0.950164	0.4797
333.791050	0.988729	0.6744
333.793986	0.957086	0.4540
333.795185	0.893291	0.4562
333.797913	0.865546	0.4522
333.798911	0.944734	0.6905
333.800174	0.934591	0.4598
333.802062	0.872407	0.5288
333.802337	0.969913	0.0000
333.807011	0.869209	0.5025
333.807311	0.976259	0.5620
333.808198	0.867270	0.5040
333.810578	0.944412	0.9334
333.810621	0.986955	0.4878
333.813153	0.890690	0.6807
333.814276	0.982390	0.4627
333.817426	0.872324	1.0190
333.817375	0.909714	0.7002
333.821398	0.869951	1.0903
333.824310	0.874033	0.5100
333.824773	0.913351	0.6425
333.826335	0.918060	0.6318
333.828265	0.889707	0.6879
333.829733	0.896217	0.6010
333.831536	0.900777	0.5588
333.833277	0.880612	0.5631
333.835163	0.863107	0.5472
333.835039	0.902111	0.7136
333.839402	0.921821	0.7609
333.840820	0.899485	0.5587
333.843233	0.868746	0.9247
333.844471	0.927794	0.4817
333.844678	0.967359	0.6919
333.846415	0.894062	0.7342
333.846026	0.956297	0.9114
333.481049	0.927730	0.9099
333.483155	0.981465	0.6352
333.485574	0.879133	1.0682
333.486407	0.975314	0.5848
333.487946	0.940988	0.4843
333.489488	0.912020	0.6860
333.488630	0.980219	0.2462
333.490518	0.979786	0.7887
333.491397	0.887922	0.6379
333.491992	0.979511	0.7883
333.494448	0.984279	0.4780
333.495584	0.920239	0.9218
333.495852	0.970063	0.8047
333.497874	0.921539	0.9201
333.498878	0.937120	0.0000
333.500537	0.937138	0.7933
333.499650	0.978912	0.5316
333.502121	0.982272	0.4788
333.505309	0.951796	0.8093
333.506357	0.894795	0.6638
333.507069	0.932991	0.7986
333.507255	0.975333	0.0000
333.508848	0.959066	0.8110
333.514204	0.867411	0.9839
333.517573	0.938305	0.5527
333.515918	0.978100	0.1776
333.519921	0.893568	0.6880
333.519317	0.945463	0.8135
333.522613	0.926024	0.6861
333.523854	0.904743	0.4825
333.525914	0.977206	0.6292
333.527779	0.907700	0.4837
333.527392	0.966419	0.5546
333.529115	0.901181	0.6982
333.529616	0.987155	0.6911
333.530767	0.934111	0.5523
333.532500	0.950965	0.5680
333.533329	0.916937	0.2079
333.533718	0.969835	0.5319
333.536847	0.959100	0.5828
333.539104	0.893060	0.8181
333.538387	0.944681	0.7924
333.539709	0.990876	0.6290
333.540573	0.900472	0.4865
333.543522	0.964328	0.7640
333.544784	0.921419	0.7016
333.544973	0.977209	0.5381
333.549792	0.916538	0.4736
333.551774	0.864941	0.7973
333.552229	0.929173	0.6254
333.552362	0.972507	0.5629
333.558212	0.865035	0.9074
333.558587	0.912255	0.4797
333.559007	0.976412	0.7178
333.560030	0.896673	0.4833
333.561525	0.897158	0.4834
333.562503	0.976935	0.7198
333.563385	0.897369	0.4850
333.565331	0.986915	0.7899
333.570809	0.884691	0.7406
333.570069	0.928351	0.4507
333.575673	0.943318	0.7201
333.575626	0.983842	0.6054
333.579923	0.866719	0.5579
333.581593	0.881851	0.7368
333.582374	0.949183	0.5614
333.584933	0.982206	0.7638
333.585756	0.914888	0.5882
333.586272	0.914811	0.5888
333.591081	0.936710	0.7117
332.708681	1.078978	0.6657
332.709998	1.091953	0.6500
332.719708	1.084894	1.0035
332.722669	1.041746	0.8358
332.727238	1.101914	0.5794
332.732252	1.053549	0.0000
332.731922	1.158695	0.7060
332.733867	1.077084	0.7070
332.733208	1.152654	0.7640
332.735496	1.061419	0.8364
332.735649	1.117238	0.0000
332.739656	1.046617	0.7077
332.743783	1.069055	1.0883
332.743304	1.131900	0.6065
332.745999	1.113849	0.8366
332.749775	1.043028	0.7724
332.749751	1.086173	0.6262
332.752142	1.046483	0.7722
332.753290	1.108058	0.8369
332.753910	1.108247	1.1518
332.753708	1.145489	0.3153
332.754610	1.051829	0.5590
332.754947	1.152172	0.9832
332.758721	1.038148	0.7839
332.760924	1.121795	0.1996
332.763169	1.144980	1.1801
332.766629	1.046218	0.5931
332.770027	1.088086	0.7075
332.768947	1.131250	0.8243
332.772927	1.050644	0.6258
332.772648	1.138568	0.6061
332.775127	1.090291	0.8343
332.778475	1.036508	0.7877
332.780763	1.060245	0.5408
332.780034	1.143303	0.8248
332.783480	1.066954	0.0000
332.783529	1.136110	0.8273
332.785377	1.043024	0.9866
332.787023	1.038624	0.7828
332.790659	1.133873	0.8262
332.793929	1.047397	0.9869
332.794236	1.089693	0.0000
332.793588	1.131828	0.8945
332.796082	1.102901	0.7408
332.799069	1.043212	0.5768
332.799571	1.150501	0.8355
332.801885	1.073231	0.5786
332.801433	1.139547	0.8944
332.804990	1.086127	0.7091
332.807051	1.036284	0.6713
332.807303	1.087095	0.9886
332.808717	1.108342	0.8979
332.810068	1.060716	0.0000
332.816202	1.035784	0.6262
332.565154	1.047958	1.1232
332.566801	1.106978	0.7052
332.574092	1.042014	0.7514
332.575324	1.099815	0.6836
332.574393	1.140546	0.7723
332.576948	1.062598	0.0000
332.577198	1.106691	0.8872
332.580240	1.117754	0.2730
332.581858	1.141624	0.6439
332.584623	1.036024	0.7574
332.584520	1.096559	0.8114
332.583638	1.151026	1.1820
332.585274	1.151067	0.6821
332.586006	1.085634	0.0000
332.591890	1.159993	0.1997
332.593539	1.160247	0.6626
332.600100	1.066732	0.6705
332.603827	1.073699	0.7107
332.603426	1.121146	0.0000
332.606124	1.093331	0.6694
332.606840	1.061491	0.0000
332.607916	1.061300	0.8094
332.608340	1.155442	0.7675
332.609243	1.048336	0.8385
332.609667	1.107683	0.7110
332.611111	1.048375	0.8344
332.612829	1.089184	0.6333
332.613994	1.049556	0.7490
332.614701	1.118712	0.8980
332.617089	1.063433	0.7082
332.617360	1.107151	0.5607
332.616445	1.146773	0.6800
332.619346	1.058574	0.7370
332.621921	1.047482	0.8153
332.621358	1.085377	0.9094
332.621095	1.123554	0.0000
332.625274	1.135677	0.7667
332.626885	1.039326	0.9070
332.627136	1.081062	0.7110
332.626713	1.118646	0.0000
332.627768	1.118490	0.0000
332.628490	1.095020	0.5615
332.630195	1.044910	0.8398
332.631031	1.146626	0.7657
332.634543	1.112226	0.4741
332.636020	1.035759	0.0000
332.635888	1.136603	0.9378
332.639681	1.080537	0.0000
332.639685	1.148646	0.6432
332.641462	1.066740	0.9576
332.641365	1.118313	0.0000
332.643348	1.041420	0.0000
332.644997	1.097680	0.5446
332.646238	1.077594	0.7444
332.649849	1.137498	1.0173
332.653046	1.102147	0.6345
332.653670	1.148198	0.6082
332.654783	1.082180	0.8360
332.655442	1.142636	0.7656
332.656335	1.084902	0.5603
332.658501	1.046864	0.7696
332.659730	1.095174	0.5880
332.661018	1.114583	0.0000
332.662086	1.068824	0.7695
332.662742	1.112444	1.0395
332.664021	1.120011	1.0180
332.665198	1.087254	0.8372
332.665744	1.125570	0.7072
332.666745	1.090962	0.0000
332.670776	1.089777	0.7848
332.672484	1.086832	0.7699
332.673831	1.066902	0.6195
332.563454	0.897519	0.0000
332.563631	0.935342	0.7280
332.565430	0.985634	0.8327
332.568194	0.939621	0.4948
332.569858	0.971356	0.8671
332.572984	0.923981	0.7743
332.572729	0.981844	0.0000
332.577027	0.918102	0.7732
332.576410	0.963301	0.5523
332.578482	0.887361	0.5515
332.578273	0.947820	1.1715
332.579933	0.973991	0.8860
332.585386	0.925703	0.0000
332.587899	0.925719	0.5528
332.589940	0.878937	0.2418
332.591686	0.892148	0.6158
332.591431	0.980648	0.8378
332.593253	0.915713	0.5524
332.594549	0.915865	1.7650
332.594046	0.975418	0.5206
332.596259	0.873289	0.9212
332.597090	0.947515	0.6819
332.600005	0.904196	0.6199
332.598415	0.946418	0.9472
332.602723	0.962746	0.0000
332.604545	0.864692	0.8230
332.605576	0.907317	0.9055
332.604753	0.987734	0.8872
332.609135	0.883308	1.5082
332.608477	0.982962	0.9020
332.611960	0.887059	0.7712
332.611043	0.954176	0.6078
332.614302	0.900329	0.0000
332.613522	0.944809	0.9444
332.614179	0.944365	0.0000
332.618426	0.918757	0.7280
332.618658	0.978905	0.8854
332.621860	0.899378	0.5625
332.623117	0.881307	0.6058
332.623242	0.919741	0.7071
332.622907	0.972302	0.5222
332.625328	0.872999	0.8416
332.624534	0.932064	0.9457
332.624631	0.978515	0.4530
332.631638	0.875887	0.4513
332.632668	0.903653	0.6805
332.634514	0.892350	0.8691
332.636794	0.899117	0.4519
332.636560	0.961872	0.7859
332.642021	0.868175	0.7294
332.644556	0.971158	0.9024
332.646147	0.888215	0.0000
332.651133	0.966146	0.0000
332.652951	0.895164	0.8343
332.654710	0.868906	0.6808
332.655001	0.911733	0.6054
332.656215	0.967300	0.7504
332.660882	0.946143	0.4077
332.662666	0.917215	0.9326
332.665262	0.896574	0.7285
332.666728	0.976721	0.9794
332.669454	0.884030	1.1824
332.668809	0.941370	0.6094
332.670828	0.895855	0.6110
332.670539	0.946481	0.6393
332.671953	0.928703	0.9071
332.673157	0.919015	0.7279
332.709529	0.974103	0.7440
332.710960	0.974638	0.7462
332.712217	0.984723	0.6609
332.718560	0.865280	0.6459
332.719710	0.937139	0.6762
332.719715	0.980113	0.6281
332.723615	0.878370	0.5934
332.723382	0.969521	1.0036
332.726296	0.884222	0.8302
332.726988	0.951006	0.4804
332.729372	0.868450	0.5913
332.728991	0.913663	0.5230
332.731091	0.881278	0.7411
332.733098	0.983703	0.5968
332.734190	0.892311	0.5964
332.736420	0.904630	1.1503
332.735974	0.974371	0.9082
332.737848	0.879700	0.6104
332.738995	0.974720	0.0000
332.740525	0.879328	0.5946
332.740823	0.922998	0.9072
332.741012	0.963030	0.5766
332.743710	0.934546	0.4493
332.742656	0.975557	0.7429
332.746641	0.895695	0.7414
332.749481	0.956006	0.9305
332.751353	0.877687	0.6179
332.750784	0.930245	0.8386
332.750766	0.980806	0.6520
332.752921	0.896332	0.0000
332.754489	0.882648	1.0046
332.754928	0.926824	0.9079
332.756162	0.888785	0.0000
332.757904	0.894519	0.0000
332.757860	0.971595	0.0000
332.761450	0.914818	0.5254
332.762778	0.881957	0.6670
332.763913	0.882212	0.0000
332.762870	0.928874	0.0000
332.764340	0.983353	1.0188
332.765391	0.919448	0.8290
332.768720	0.935697	0.5141
332.772637	0.921464	0.9414
332.774322	0.945484	0.9071
332.775817	0.892696	0.0000
332.775860	0.974428	0.5439
332.778964	0.903804	0.7267
332.778638	0.964259	0.5069
332.782712	0.866440	0.6743
332.787815	0.936645	0.6805
332.790373	0.890618	1.1586
332.789883	0.972762	0.7513
332.791910	0.936013	1.0040
332.793462	0.904634	0.9724
332.795594	0.979360	0.5068
332.797711	0.982433	1.3247
332.799289	0.982530	0.8405
332.802491	0.954377	0.6038
332.806682	0.897429	0.7433
332.807831	0.886585	0.0000
332.809023	0.958782	0.5688
332.811898	0.918199	0.5086
332.811963	0.956240	0.5078
332.813232	0.918208	0.7277
332.814537	0.886365	0.9020
332.815177	0.928123	0.0000
332.816726	0.904342	0.6746
332.817614	0.866517	0.8989
333.993755	1.040561	0.2398
333.996393	1.041946	0.2699
333.997398	1.041947	0.8206
333.998651	1.121077	0.7611
334.001410	1.036732	0.7176
334.000120	1.094450	0.7494
334.001551	1.094306	0.2390
334.003091	1.038715	0.6945
334.005105	1.074394	1.0134
334.005853	1.111434	0.5887
334.007413	1.035908	0.0000
334.007740	1.077803	0.0000
334.010118	1.061921	0.4716
334.010786	1.131994	0.7824
334.012714	1.122506	0.5581
334.015100	1.046503	1.3922
334.016032	1.090678	0.5455
334.013831	1.137843	0.8521
334.018116	1.054562	0.7242
334.018980	1.141411	0.6897
334.020557	1.050290	0.5369
334.024247	1.087880	1.0884
334.025530	1.094936	0.6158
334.027409	1.117707	0.5873
334.030326	1.046918	1.2814
334.031635	1.042523	0.5774
334.031849	1.152828	0.5888
334.035328	1.042219	0.7592
334.036649	1.122402	0.8464
334.038394	1.109432	0.5865
334.041720	1.042580	0.8026
334.044421	1.061888	0.6890
334.046105	1.064439	0.0000
334.048202	1.064267	0.5893
334.048729	1.160123	0.8652
334.051016	1.098860	0.0000
334.051679	1.098704	0.6935
334.051909	1.146578	0.6914
334.053167	1.146432	0.6914
334.055340	1.055756	0.7442
334.055050	1.094140	0.6962
334.055105	1.144645	0.6250
334.057114	1.045701	0.7609
334.056624	1.125608	0.4844
334.060102	1.155236	0.8168
334.061732	1.122736	0.7050
334.064227	1.040518	0.7505
334.064084	1.130987	0.5896
334.066272	1.036872	0.2370
334.065669	1.078729	0.6914
334.065618	1.139565	0.1912
334.067929	1.148989	0.6688
334.069495	1.076769	0.7629
334.074159	1.112950	1.8768
334.076880	1.058353	0.7622
334.080299	1.058015	0.7613
334.081586	1.036444	0.5085
334.084913	1.072418	0.0000
334.086113	1.084596	0.8755
334.091610	1.117412	0.7177
334.094437	1.072873	0.6453
334.096190	1.082107	0.7110
334.096579	1.127147	0.5875
334.099173	1.076952	0.5886
334.100988	1.062757	0.7624
334.103479	1.047678	0.5893
334.103159	1.147134	0.6395
333.850126	1.063616	0.7021
333.851735	1.045409	0.6407
333.852474	1.138607	0.7069
333.853976	1.071648	0.7550
333.854305	1.129920	0.4749
333.856534	1.149350	0.0000
333.857995	1.040032	0.9021
333.858413	1.080579	0.5357
333.858894	1.144078	0.4834
333.859931	1.067476	0.7584
333.861719	1.040709	0.8782
333.863574	1.104601	0.7693
333.863414	1.142713	0.5890
333.865607	1.059080	0.5671
333.865812	1.155476	0.4825
333.868655	1.088861	0.5298
333.868526	1.157046	0.5686
333.869718	1.056484	0.5354
333.870053	1.142386	0.7729
333.872382	1.067500	0.7651
333.873790	1.048533	0.7003
333.875265	1.092412	0.4606
333.877296	1.042107	1.0651
333.876939	1.099409	0.4727
333.877737	1.160171	0.9024
333.879500	1.071391	0.8739
333.881503	1.104482	0.5307
333.889616	1.041807	0.9080
333.888013	1.102016	1.0790
333.888760	1.101976	0.7419
333.889613	1.144346	0.5688
333.891924	1.052137	0.9082
333.892129	1.099422	0.5354
333.893207	1.056118	0.9098
333.896277	1.071153	0.9090
333.897922	1.076742	0.4865
333.898395	1.127910	0.9084
333.910533	1.085547	0.6078
333.910385	1.147994	0.8546
333.912134	1.055524	0.7602
333.914482	1.055070	1.0974
333.920476	1.033475	0.6407
333.921752	1.098811	0.9065
333.923216	1.121283	0.7576
333.926196	1.084674	1.7638
333.927735	1.071580	0.5654
333.927477	1.109080	0.0000
333.928408	1.109135	0.6902
333.929407	1.038152	0.0000
333.931350	1.091993	0.9100
333.933659	1.087248	0.9104
333.935719	1.080450	2.7878
333.938009	1.115851	0.8794
333.939941	1.051443	0.4747
333.943463	1.107069	0.3973
333.945478	1.048727	0.5342
333.945483	1.098100	0.8547
333.945788	1.136845	0.7027
333.946968	1.063971	0.6531
333.949154	1.054967	0.0000
333.950528	1.058855	0.5653
333.952281	1.050191	0.8213
333.953117	1.119384	0.7600
333.954651	1.073149	0.7248
333.959558	1.067022	0.4553
333.960585	1.129352	0.7026
333.847452	0.902281	0.7121
333.847186	0.985713	0.5812
333.848695	0.962821	0.6920
333.850753	0.942737	0.8453
333.854197	0.926687	0.8451
333.854809	0.986398	0.0000
333.856718	0.881998	0.7114
333.857104	0.970089	0.6917
333.858765	0.918293	1.0375
333.860759	0.981397	0.5838
333.863213	0.896216	0.5628
333.862451	0.990099	0.9088
333.865645	0.906528	0.7987
333.866712	0.920763	0.5380
333.868179	0.979645	0.5362
333.871414	0.898808	0.6450
333.871940	0.898810	0.9274
333.870938	0.939884	0.7079
333.871800	0.980419	0.6931
333.873872	0.868479	0.5488
333.873559	0.986553	0.6885
333.874506	0.992633	1.3246
333.875600	0.992255	0.0000
333.878470	0.870904	0.9251
333.879786	0.873989	0.5770
333.881399	0.906573	0.6495
333.884076	0.888179	0.3748
333.883780	0.960907	0.5286
333.886952	0.982674	0.6938
333.890921	0.966912	0.8799
333.897316	0.983542	0.5363
333.908387	0.878630	0.9130
333.910659	0.869820	0.7110
333.912789	0.869846	0.7118
333.919495	0.899940	0.5580
333.921092	0.941539	0.5790
333.922879	0.877304	0.9797
333.923795	0.992562	0.6971
333.927882	0.990671	0.0000
333.930511	0.932149	0.8703
333.932660	0.920301	0.5802
333.936362	0.907332	0.6510
333.937031	0.965957	0.6091
333.938437	0.892182	0.5624
333.939774	0.927265	0.0000
333.941892	0.940823	0.6169
333.943667	0.911585	0.9024
333.944568	0.952085	0.7579
333.944282	0.990411	0.6986
333.951279	0.870763	0.6174
333.955303	0.878768	0.5330
333.997241	0.973066	0.6955
333.998408	0.916269	0.7470
334.001522	0.957298	0.0000
334.004804	0.909444	0.5105
334.005096	0.963217	0.6397
334.005951	0.942280	0.7736
334.006511	0.942323	0.7753
334.009382	0.875072	0.0000
334.010534	0.920603	0.7196
334.009674	0.974071	2.8216
334.017195	0.878853	0.6496
334.018212	0.926271	0.0000
334.026159	0.898586	0.7603
334.027238	0.873867	0.9207
334.027985	0.980503	0.9225
334.029136	0.937198	0.7194
334.031295	0.964727	0.7200
334.032638	0.866486	0.7342
334.032763	0.961549	0.7196
334.037885	0.918307	0.7196
334.038415	0.993595	0.4029
334.040972	0.883384	0.8784
334.042280	0.883015	0.5469
334.045292	0.867529	0.6415
334.046753	0.910014	1.0906
334.047449	0.949896	0.9085
334.048895	0.971977	0.6708
334.049959	0.928088	1.6657
334.054762	0.875008	1.0990
334.056453	0.887610	0.4712
334.056609	0.948368	0.0000
334.058431	0.925060	0.0000
334.061465	0.887032	0.7676
334.064789	0.876985	0.6972
334.063771	0.923730	0.7516
334.066446	0.925563	0.5542
334.067080	0.991263	0.5319
334.068287	0.873300	0.5378
334.069815	0.871194	0.8062
334.071531	0.895310	0.5778
334.073181	0.940600	0.7832
334.074529	0.927954	0.4710
334.074578	0.980361	1.0977
334.075862	0.880380	0.5775
334.077403	0.920195	0.7874
334.077687	0.957436	0.5700
334.078929	0.868555	0.7818
334.080709	0.939378	0.1634
334.081936	0.922462	1.8695
334.085499	0.866307	1.1905
334.085431	0.920331	0.7314
334.090499	0.884991	0.5789
334.091945	0.978184	0.9266
334.093451	0.890332	0.5789
334.096280	0.954050	0.8240
334.099744	0.879262	0.5216
334.099539	0.949183	0.6542
334.104658	0.884014	0.4400
334.105409	0.884110	0.9017
331.983221	1.404159	0.6528
331.980918	1.460345	0.0000
331.981144	1.347574	0.6283
331.979428	1.402642	0.7130
331.979571	1.349642	1.0029
331.976317	1.448354	0.8896
331.976297	1.344970	0.9026
331.974294	1.416069	0.9252
331.971247	1.436484	0.9590
331.971432	1.339045	1.0008
331.969842	1.421079	0.4968
331.969271	1.347698	0.7382
331.967440	1.409258	0.0000
331.965150	1.456753	1.0235
331.962309	1.456490	0.0000
331.963822	1.363087	0.8145
331.958991	1.438266	0.4964
331.959266	1.376465	0.6994
331.957547	1.425773	0.5571
331.953882	1.429502	0.9592
331.948991	1.402359	0.6982
331.946187	1.420013	0.6170
331.944907	1.393168	1.0252
331.942433	1.429868	0.6105
331.941229	1.342162	0.8924
331.937042	1.457665	0.6453
331.937822	1.400582	0.6725
331.935506	1.454964	0.7400
331.930700	1.359872	0.7035
331.929829	1.359426	0.0000
331.926297	1.434735	1.5035
331.926712	1.388239	0.8695
331.925264	1.344745	0.0000
331.923749	1.404856	0.0000
331.922671	1.339784	0.5510
331.920417	1.447248	1.0234
331.918086	1.360551	0.9306
331.911811	1.423168	0.9948
331.911681	1.369755	0.0000
331.908353	1.431818	0.9285
331.909736	1.393945	0.5575
331.904585	1.421612	0.9148
331.902669	1.431469	0.8400
331.901249	1.454088	0.8764
331.899864	1.448576	0.6453
331.899342	1.380364	0.8513
331.897869	1.449581	0.9269
331.896072	1.445251	0.6537
331.895620	1.383262	0.4606
331.893663	1.440848	0.9600
331.894178	1.366212	0.7225
331.892207	1.358739	0.7166
331.740183	1.291103	0.0000
331.746596	1.206477	0.0000
331.753130	1.219939	0.5188
331.756156	1.237486	1.0438
331.758907	1.174620	0.8584
331.759804	1.257049	0.8062
331.762631	1.177082	0.2516
331.762199	1.282469	0.6914
331.765993	1.266681	0.6520
331.767529	1.283868	0.5164
331.769829	1.200313	0.6902
331.769737	1.264041	0.6294
331.771488	1.278391	0.7016
331.780606	1.183761	0.5590
331.779639	1.273716	0.6583
331.783677	1.209651	0.8914
331.785287	1.184516	0.9612
331.785287	1.266710	0.7374
331.790392	1.177415	0.6442
331.790349	1.290629	0.9042
331.792101	1.195212	0.9598
331.796893	1.169008	0.0000
331.797802	1.271337	0.8594
331.803940	1.187657	1.3217
331.804227	1.263002	0.0000
331.806688	1.204679	0.6302
331.806265	1.252194	0.8650
331.808382	1.238661	0.5486
331.808679	1.282071	0.6811
331.812216	1.261620	0.7726
331.813940	1.182711	0.6053
331.813353	1.264933	0.0000
331.814343	1.264997	0.4373
331.815577	1.272362	0.5490
331.836924	1.285860	0.7243
331.845417	1.278956	0.6506
331.847624	1.195586	0.7942
331.852433	1.207782	0.0000
331.895066	1.225874	0.5959
331.896028	1.284526	0.0000
331.897510	1.204682	0.0000
331.900737	1.254844	0.6049
331.904336	1.242960	0.0000
331.905893	1.219489	0.5966
331.907774	1.220493	0.5964
331.911353	1.248691	0.1649
331.915803	1.176260	0.6952
331.916862	1.167600	0.6984
331.917154	1.212486	0.6995
331.918368	1.213459	0.6980
331.922209	1.170310	0.7003
331.923991	1.178310	0.8998
331.925799	1.229230	0.7508
331.927944	1.227785	0.5580
331.933441	1.240308	0.5983
331.935521	1.237652	0.5580
331.940306	1.173529	0.5608
331.940634	1.233213	0.7506
331.945228	1.271623	0.6993
331.947079	1.285323	0.6020
331.948151	1.244864	0.8727
331.952681	1.201016	0.0000
331.953997	1.289389	0.6999
331.954723	1.177414	0.7281
331.965212	1.273104	0.7346
331.973224	1.226515	0.8470
331.974518	1.224998	0.0000
331.976409	1.232352	0.6012
331.976120	1.281605	0.8669
331.979245	1.231638	0.7977
331.980627	1.208538	0.6003
331.981053	1.286773	1.0712
331.986535	1.220738	0.6012
331.992320	1.283297	0.6816
331.993433	1.209777	0.4400
331.994174	1.290391	0.0000
331.996796	1.226919	1.0526
331.996009	1.275809	0.8906
331.997417	1.275774	0.0000
335.284236	1.114849	0.6566
335.287722	1.131633	0.6754
335.289290	1.072762	0.0000
335.291423	1.108508	0.7162
335.293813	1.058820	0.0000
335.292951	1.105817	0.9645
335.295736	1.124843	0.7071
335.297939	1.041038	0.6457
335.297551	1.107749	1.6838
335.298422	1.107454	0.5071
335.299557	1.146488	0.7082
335.308194	1.101138	0.1520
335.307569	1.141528	0.6746
335.310303	1.104882	1.2522
335.311837	1.090692	1.1556
335.313728	1.059982	0.9106
335.312967	1.143270	1.2394
335.315262	1.055080	0.6363
335.315197	1.116890	0.9893
335.316590	1.092310	0.3942
335.318174	1.119514	0.6804
335.321636	1.068874	0.6120
335.324156	1.093437	1.0925
335.326042	1.102569	0.5089
335.327454	1.058692	0.6252
335.327390	1.105726	0.4386
335.328998	1.100435	0.5215
335.331589	1.090748	0.9519
335.333111	1.116641	1.2229
335.336392	1.060325	0.5215
335.336009	1.100597	0.8991
335.336455	1.151503	0.7540
335.339933	1.064469	0.5218
335.340681	1.129628	0.9373
335.342945	1.089136	0.6412
335.344306	1.146366	0.8612
335.349306	1.040963	0.5975
335.349467	1.159976	0.9848
335.351737	1.041513	0.9512
335.350876	1.127798	0.6748
335.352914	1.037612	0.6248
335.352652	1.121554	0.7352
335.354857	1.127153	1.4160
335.357883	1.097149	0.5785
335.360454	1.050036	0.5793
335.359255	1.108345	0.5861
335.359252	1.152087	0.9924
335.362098	1.109628	0.5593
335.362015	1.161492	0.5077
335.363729	1.043229	1.7445
335.367787	1.128403	0.5311
335.370684	1.135997	0.9385
335.373098	1.099217	0.4475
335.371977	1.143881	0.9864
335.374468	1.129765	0.8966
335.376235	1.106423	0.0000
335.377445	1.144730	0.9930
335.381733	1.136169	0.7515
335.384237	1.044138	0.8447
335.383890	1.101912	0.4289
335.385750	1.066457	0.0000
335.385462	1.103567	0.7552
335.388485	1.082170	0.6942
334.622698	0.934976	0.7412
334.625341	0.884642	0.5263
334.624468	0.926142	0.4575
334.624109	0.971380	0.5396
334.626988	0.964806	0.6623
334.628884	0.962985	0.5815
334.631646	0.967395	0.5830
334.633586	0.928002	0.5919
334.635070	0.988541	0.0000
334.640020	0.881153	0.0000
334.640192	0.925884	0.0000
334.640029	0.978114	0.6936
334.642257	0.905613	0.7702
334.644615	0.893018	0.8418
334.647359	0.913913	0.6297
334.648497	0.970827	0.6531
334.658559	0.874941	0.0000
334.664010	0.894714	0.0000
334.666258	0.968886	0.8190
334.668860	0.986835	0.9687
334.674466	0.899188	0.5914
334.674197	0.966825	0.9020
334.675521	0.951176	0.4798
334.677489	0.959019	0.8346
334.679388	0.897161	0.0000
334.678943	0.990123	0.6399
334.682224	0.911346	0.8211
334.683987	0.907126	0.8163
334.685577	0.915032	0.8165
334.686804	0.971861	0.4142
334.692536	0.876616	0.5875
334.691476	0.942167	0.9026
334.694471	0.897139	0.5907
334.696123	0.904332	0.6600
334.697877	0.869601	0.6501
334.699398	0.985445	2.4870
334.702383	0.970396	0.8014
334.704000	0.949170	0.8192
334.704974	0.949279	0.0000
334.705766	0.952025	0.9782
334.711184	0.881907	0.9096
334.710607	0.985969	0.8148
334.713423	0.865568	0.6580
334.713407	0.946055	0.4639
334.715014	0.907975	0.6302
334.717402	0.870117	0.0000
334.716996	0.944111	0.0000
334.719411	0.867934	0.4505
334.718940	0.979023	0.6394
334.720374	0.945866	0.8012
334.722896	0.877007	0.5899
334.722403	0.976358	0.6883
334.723901	0.925248	0.6344
334.725305	0.944570	0.7992
334.726551	0.920628	0.0000
334.726604	0.979453	0.6430
334.728876	0.925498	0.5681
331.629854	1.398609	0.3205
331.631461	1.398709	0.7124
331.634461	1.390445	0.6719
331.635966	1.378745	0.7961
331.637514	1.432027	0.5153
331.639621	1.377317	1.0202
331.639615	1.415669	0.3801
331.643041	1.381249	0.7122
331.643846	1.447494	0.5034
331.645174	1.411069	1.1635
331.646792	1.338256	0.7897
331.646803	1.399017	0.5353
331.647140	1.436939	0.7126
331.648474	1.361942	0.7591
331.649957	1.350593	0.7903
331.649711	1.427474	0.7137
331.651688	1.369086	0.6230
331.653001	1.365987	0.5509
331.657345	1.419497	0.6577
