# VIPERS Database
# File    : w1_spec_radec.txt.gz
# Date    : 2013-02-28 10:40
# Table   : W1_PHOT correlated with W1_SPECTRO_V3_0
# Columns : 3
# Rows    : 25030
# SQL     : SELECT W1_PHOT.alpha, W1_PHOT.delta, W1_SPECTRO_V3_0.zspec 
#           FROM W1_PHOT INNER JOIN W1_SPECTRO_V3_0 USING (num) WHERE (
#           W1_SPECTRO_V3_0.zflg >= 2)
# W1_PHOT.alpha	W1_PHOT.delta	W1_SPECTRO_V3_0.zspec
# DOUBLE	DOUBLE	FLOAT
# deg	deg	
33.263069	-4.175774	1.0305
33.264133	-4.226752	1.2697
33.265699	-4.229510	0.6433
33.266034	-4.179528	0.6477
33.267762	-4.193496	0.5533
33.272534	-4.244339	0.4575
33.276221	-4.178075	0.5872
33.277174	-4.287737	0.6442
33.286058	-4.278516	0.6420
33.287465	-4.223526	0.5882
33.289797	-4.251404	0.6289
33.291394	-4.277162	3.3884
33.291360	-4.220587	0.6435
33.293963	-4.265043	0.6541
33.294006	-4.174280	0.5844
33.296462	-4.174160	0.5857
33.299161	-4.233785	0.7775
33.306466	-4.262857	0.6987
33.320981	-4.186343	0.8164
33.322136	-4.274651	0.3498
32.853979	-4.184703	0.7833
32.856435	-4.277554	0.6738
32.856502	-4.233643	0.6429
32.855430	-4.186218	0.5934
32.858249	-4.188083	0.6928
32.859631	-4.237057	0.4368
32.859493	-4.186268	0.6187
32.862094	-4.284959	0.5373
32.862067	-4.231818	0.6431
32.864137	-4.224997	0.7824
32.866268	-4.281901	0.0000
32.867120	-4.229265	0.6445
32.869244	-4.253640	0.6656
32.869468	-4.183853	0.7816
32.871068	-4.216100	0.7838
32.876458	-4.230799	0.6085
32.878562	-4.243077	0.9338
32.879938	-4.278446	0.8569
32.881908	-4.176800	0.8952
32.885287	-4.278651	0.5482
32.887863	-4.283865	0.5912
32.887143	-4.215184	0.9320
32.890203	-4.287269	0.7860
32.891545	-4.270522	0.5373
32.892059	-4.222644	0.6426
32.895146	-4.246892	0.4832
32.894074	-4.207121	0.9816
32.897483	-4.197906	0.1061
32.898638	-4.197837	0.6415
32.900272	-4.296249	0.6902
32.902176	-4.242973	1.0530
32.906256	-4.291579	0.6442
32.912905	-4.258055	0.9342
32.913165	-4.207764	0.5581
32.914905	-4.284231	0.7469
32.914815	-4.194998	0.6911
32.916566	-4.252890	0.7100
32.916374	-4.203131	0.6465
32.919987	-4.276142	0.6774
32.919669	-4.236734	0.0000
32.922322	-4.178871	0.4635
32.926557	-4.273344	0.5443
32.928988	-4.272977	0.4310
32.927373	-4.193457	0.6703
32.931098	-4.288768	0.5821
32.933275	-4.291041	0.4851
32.938870	-4.292721	0.4434
32.938175	-4.250133	0.8154
32.942395	-4.272356	0.7331
32.943984	-4.271441	0.5486
32.946744	-4.286525	0.9364
32.948085	-4.199357	0.0000
32.953042	-4.250515	0.8370
32.954905	-4.254161	0.6096
32.956182	-4.267836	0.6105
32.956395	-4.176827	0.6445
32.958373	-4.226595	0.5289
32.960839	-4.295821	1.0360
32.960579	-4.257004	0.5303
32.962100	-4.244762	0.4851
32.963591	-4.220978	0.4823
33.219239	-4.440406	0.6330
33.221664	-4.347962	0.6499
33.223026	-4.345199	1.1881
33.225263	-4.404187	0.8781
33.226336	-4.361682	0.6701
33.229116	-4.373386	0.7880
33.231107	-4.423737	0.0000
33.234185	-4.401634	0.6682
33.235834	-4.409028	0.6443
33.238451	-4.431375	0.6706
33.239436	-4.384123	0.6679
33.244315	-4.452055	0.0000
33.243407	-4.395947	0.6644
33.248616	-4.469894	0.7374
33.249397	-4.353858	0.8564
33.257274	-4.466918	0.4520
33.256200	-4.350915	0.8426
33.266801	-4.352536	0.7950
33.269249	-4.460726	0.6539
33.272140	-4.358109	0.9208
33.276917	-4.375582	0.6429
33.278579	-4.396288	0.7401
33.281056	-4.400813	1.0560
33.282233	-4.395264	0.6428
33.283465	-4.406665	1.0885
33.287036	-4.404860	0.9146
33.287619	-4.360326	0.6429
33.294380	-4.422829	0.7366
33.293677	-4.376852	0.6284
33.296013	-4.400240	0.6291
33.298893	-4.359112	0.4296
33.301708	-4.464838	0.6326
33.300872	-4.387525	0.6006
33.303359	-4.416520	0.6659
33.310409	-4.355549	0.4631
33.313304	-4.465491	0.6632
33.313244	-4.349445	0.7417
33.314766	-4.407001	0.6617
33.315633	-4.406751	0.0000
33.314723	-4.355725	0.5955
33.317214	-4.440652	1.1063
33.318918	-4.370468	0.8934
33.323014	-4.448521	0.6654
33.324058	-4.374430	0.6439
33.326596	-4.366497	1.1452
33.331999	-4.437364	0.8569
33.333125	-4.375126	0.6469
32.706173	-4.405581	0.6067
32.707965	-4.405728	0.4862
32.715538	-4.418084	0.4833
32.716780	-4.378444	0.0000
32.723165	-4.436674	0.6562
32.721436	-4.399592	0.5195
32.725903	-4.377987	0.7304
32.727873	-4.368003	0.4055
32.729156	-4.363093	0.5624
32.730554	-4.429837	0.8029
32.732849	-4.425780	0.9476
32.732669	-4.358002	0.4448
32.734598	-4.426094	0.6549
32.734363	-4.373639	0.5205
32.736462	-4.439518	0.6902
32.736036	-4.370766	0.6645
32.737919	-4.445644	0.7324
32.741758	-4.459955	0.6659
32.743523	-4.450515	0.9967
32.743386	-4.390134	0.4409
32.748828	-4.467037	0.0000
32.748820	-4.415714	0.5853
32.747155	-4.377274	0.6662
32.751392	-4.462341	0.6660
32.750621	-4.417125	0.5352
32.751215	-4.358579	0.4868
32.754012	-4.373154	0.6677
32.756506	-4.468520	0.7337
32.761786	-4.444735	0.7336
32.761841	-4.400048	0.5288
32.764655	-4.446326	0.9333
32.763562	-4.397103	0.7997
32.763435	-4.357879	0.7476
32.766058	-4.449784	1.9016
32.771405	-4.465998	0.1161
32.770592	-4.395362	0.9022
32.770463	-4.351403	0.7197
32.773753	-4.428478	0.4677
32.773945	-4.354169	0.0000
32.775581	-4.449232	0.9654
32.775676	-4.403328	0.4422
32.779449	-4.444986	0.8872
32.779646	-4.407164	0.7324
32.780693	-4.406740	0.6897
32.780406	-4.347080	0.6522
32.781910	-4.394116	0.5914
32.785415	-4.445719	0.5400
32.787891	-4.445596	0.7189
32.787506	-4.403474	0.7771
32.787920	-4.354039	0.5906
32.790834	-4.461503	0.5007
32.790281	-4.412586	0.4931
32.793396	-4.445809	0.9308
32.795253	-4.390944	0.7345
32.795545	-4.348383	0.4413
32.801460	-4.362163	0.5305
32.802878	-4.423054	0.1128
32.804345	-4.448596	0.6487
32.805005	-4.398130	0.6884
32.806649	-4.401911	0.4647
32.807424	-4.347400	0.5409
32.811451	-4.423018	0.7343
32.810858	-4.347659	0.4920
32.814772	-4.449722	0.9671
32.813723	-4.403444	0.4999
32.813313	-4.361842	0.6499
32.814475	-4.362199	0.5967
32.817533	-4.429465	0.7075
32.817341	-4.387371	0.5008
32.853897	-4.413182	0.7218
32.856111	-4.358892	0.7196
32.857545	-4.408069	0.5048
32.861583	-4.414607	0.6497
32.861557	-4.362630	0.6884
32.862934	-4.422377	0.4919
32.863380	-4.382327	0.7295
32.865332	-4.431285	0.6827
32.866832	-4.450042	0.0000
32.870378	-4.445878	0.8042
32.870706	-4.374726	0.5912
32.872561	-4.423727	0.5830
32.874578	-4.457619	0.0000
32.875402	-4.356399	0.6172
32.876543	-4.378135	0.6682
32.878145	-4.454510	0.4364
32.882304	-4.424625	0.5339
32.883594	-4.421482	0.7851
32.885038	-4.358800	0.5342
32.888205	-4.467625	0.5881
32.887263	-4.399279	0.6695
32.887924	-4.349360	0.5911
32.889987	-4.470352	0.4872
32.892562	-4.353971	0.9508
32.895316	-4.467666	0.6131
32.897892	-4.450830	0.4859
32.902299	-4.416106	0.4864
32.903883	-4.450059	0.0000
32.905892	-4.444047	0.0000
32.907863	-4.386664	0.0000
32.911342	-4.427561	0.7273
32.910871	-4.379423	0.4832
32.914273	-4.395632	0.4869
32.914213	-4.358312	0.4405
32.916273	-4.444203	0.7014
32.916268	-4.394722	0.5903
32.917203	-4.356402	0.7246
32.918771	-4.388585	0.4861
32.920032	-4.421532	0.6942
32.922165	-4.391550	0.8974
32.923890	-4.435121	0.0000
32.925089	-4.382506	0.4989
32.926211	-4.438564	0.7021
32.934202	-4.425025	0.4845
32.935653	-4.467389	0.7281
32.936310	-4.377213	0.7326
32.937555	-4.383575	0.0000
32.944740	-4.371423	0.5918
32.946549	-4.420859	1.0696
32.946757	-4.376548	0.5219
32.949455	-4.421528	0.4821
32.949285	-4.377836	0.5910
32.956561	-4.448065	0.4328
32.956263	-4.354662	0.6119
32.958317	-4.354768	1.3943
32.961196	-4.419669	0.7308
32.963421	-4.452574	1.0541
32.710894	-4.235551	0.5430
32.714759	-4.243691	0.6490
32.717044	-4.177413	0.6423
32.718384	-4.178178	0.4943
32.720100	-4.284983	0.7717
32.720509	-4.247519	0.6468
32.725421	-4.260142	0.6445
32.724081	-4.185116	0.8618
32.724616	-4.184901	0.8596
32.727816	-4.281338	0.6192
32.727554	-4.234416	0.6544
32.729213	-4.193484	0.8617
32.732305	-4.290687	0.4600
32.731462	-4.246604	0.5616
32.735098	-4.236772	0.6477
32.734928	-4.186323	1.4414
32.738923	-4.262861	0.7158
32.739289	-4.222489	0.4986
32.739447	-4.182835	0.6420
32.740935	-4.263190	0.6177
32.744387	-4.269013	0.6451
32.745264	-4.191611	0.7819
32.748206	-4.269815	0.6455
32.749817	-4.274913	0.4660
32.750971	-4.178464	0.6672
32.752425	-4.174586	0.5943
32.753322	-4.266282	0.6474
32.753662	-4.202920	0.7350
32.755111	-4.248248	0.7848
32.760565	-4.260110	0.4576
32.760295	-4.215083	0.4825
32.761975	-4.289321	0.5411
32.765437	-4.271312	0.4432
32.766430	-4.182882	0.8561
32.767903	-4.283829	0.4980
32.773187	-4.258459	0.4940
32.776853	-4.258860	0.6865
32.776984	-4.197264	0.9255
32.778210	-4.262418	0.8234
32.779734	-4.244855	0.5992
32.781045	-4.220392	0.7830
32.782188	-4.177347	0.5710
32.783325	-4.228843	0.5572
32.784834	-4.289459	0.6071
32.785831	-4.238857	0.6456
32.786291	-4.195000	0.7736
32.788344	-4.243889	0.9298
32.790256	-4.297182	0.5051
32.791014	-4.248033	0.6463
32.790504	-4.191020	0.9999
32.793844	-4.249306	0.6431
32.794596	-4.189392	0.5047
32.797764	-4.242146	0.6006
32.797595	-4.203713	0.6935
32.798960	-4.291898	0.5628
32.800190	-4.243589	0.6479
32.799343	-4.194664	0.4409
32.801640	-4.241809	0.6466
32.802161	-4.192093	0.5707
32.804721	-4.252355	0.6458
32.805052	-4.201587	0.8879
32.806488	-4.278760	0.5938
32.810436	-4.221518	0.8994
32.812234	-4.215951	0.4427
32.813690	-4.240249	0.6146
32.815013	-4.251349	0.7830
32.816035	-4.195027	0.6948
32.818567	-4.235901	0.7859
33.372740	-4.413295	0.7676
33.371658	-4.368224	0.6429
33.374439	-4.450505	0.6174
33.374359	-4.396288	0.6640
33.375948	-4.385093	0.4603
33.377458	-4.384767	0.6222
33.378755	-4.373806	0.6435
33.380751	-4.425925	0.7678
33.380985	-4.368797	0.6481
33.383301	-4.428668	0.7668
33.384199	-4.361803	0.7758
33.388239	-4.368817	0.4619
33.389392	-4.447232	0.8762
33.389470	-4.398215	0.8756
33.392499	-4.347710	0.8840
33.399832	-4.354767	0.0000
33.407421	-4.397990	0.8103
33.406521	-4.359596	0.6485
33.412758	-4.385196	1.2652
33.414554	-4.415651	0.0000
33.415867	-4.349710	0.7714
33.426388	-4.415867	0.6884
33.435845	-4.463344	0.0957
33.437494	-4.466188	0.6420
33.437856	-4.400331	0.6623
33.445143	-4.471247	0.6429
33.457801	-4.465812	0.5533
33.467775	-4.410266	0.5135
33.473121	-4.448513	0.6496
33.475899	-4.385637	0.0000
33.479717	-4.400265	0.0000
32.388242	-4.495385	0.6437
32.393056	-4.562887	0.5986
32.393386	-4.482143	0.9115
32.395437	-4.475150	0.6558
32.395932	-4.475153	0.6535
32.400638	-4.505152	0.8207
32.401865	-4.490940	0.7716
32.404728	-4.600786	0.9982
32.409254	-4.550974	0.5861
32.410565	-4.565016	0.5213
32.410485	-4.489674	0.7307
32.415211	-4.584409	0.7548
32.414296	-4.530620	0.7832
32.414809	-4.478135	0.6431
32.417072	-4.487162	0.5213
32.419204	-4.540239	0.5909
32.418670	-4.500044	0.5920
32.420534	-4.520457	0.5221
32.422995	-4.587341	0.6635
32.425055	-4.538642	0.5910
32.424970	-4.498920	0.5872
32.427073	-4.548253	0.5684
32.426363	-4.479136	0.7540
32.428209	-4.475051	0.5328
32.430110	-4.562825	0.7540
32.430210	-4.480345	0.5351
32.436335	-4.538657	0.5361
32.437954	-4.559447	0.5176
32.439468	-4.529254	1.6271
32.439182	-4.484761	0.8206
32.444065	-4.570689	0.6973
32.445856	-4.525742	0.5930
32.447212	-4.495035	0.5922
32.449305	-4.578372	1.0052
32.450792	-4.493925	0.7218
32.452299	-4.490693	1.0450
32.454031	-4.541851	0.3519
32.458312	-4.551039	0.8422
32.458393	-4.476656	0.6549
32.460625	-4.594198	0.4888
32.459975	-4.495518	0.7837
32.462901	-4.563343	0.8022
32.464881	-4.589148	0.7855
32.463953	-4.507272	0.5578
32.467904	-4.521191	0.4893
32.467152	-4.483111	0.5913
32.474796	-4.584325	0.8164
32.474593	-4.521972	0.8955
32.474768	-4.478315	0.8128
32.478138	-4.584125	0.5269
32.479858	-4.532157	0.7849
32.481541	-4.580392	0.0000
32.482036	-4.526316	0.5794
32.483628	-4.517373	0.6392
32.487423	-4.588630	0.8146
32.486322	-4.516696	0.7832
32.486314	-4.478038	0.7307
32.488457	-4.512512	0.7414
32.490988	-4.576383	0.8017
32.490576	-4.475351	0.7405
32.494749	-4.510663	0.6897
32.498269	-4.488733	0.7483
32.243984	-4.543234	1.0045
32.245525	-4.600136	0.5873
32.245520	-4.506530	0.5755
32.246783	-4.600562	0.6435
32.247793	-4.558128	0.5746
32.250520	-4.595699	0.9856
32.252347	-4.489705	0.6119
32.254264	-4.489731	0.7575
32.255373	-4.570154	0.0000
32.258271	-4.579117	0.5352
32.259964	-4.489790	0.4356
32.263502	-4.553331	0.9263
32.265935	-4.535075	0.7580
32.267162	-4.578009	0.6406
32.270532	-4.600473	0.6861
32.271100	-4.517111	0.5957
32.277104	-4.567222	0.5742
32.277389	-4.503574	0.5260
32.278933	-4.506125	0.5954
32.280139	-4.517117	0.0000
32.281895	-4.490772	0.7643
32.284622	-4.544087	0.7222
32.286304	-4.477140	0.5941
32.289634	-4.557808	0.5034
32.290900	-4.598036	0.5355
32.292951	-4.587913	0.8785
32.297365	-4.573043	0.6424
32.303251	-4.560546	0.6508
32.303654	-4.521034	0.4891
32.304359	-4.564167	0.5720
32.306072	-4.564106	0.6416
32.305852	-4.501781	0.8356
32.307452	-4.585900	0.5660
32.307901	-4.529529	0.5563
32.309671	-4.501143	0.4170
32.312759	-4.581109	0.9788
32.314000	-4.580239	0.5751
32.315788	-4.577234	0.9827
32.316303	-4.487766	0.0000
32.317595	-4.523545	0.0000
32.320337	-4.566486	0.5642
32.318922	-4.488527	0.0000
32.319696	-4.488886	0.3734
32.322262	-4.597420	0.5224
32.323812	-4.578395	0.5866
32.332209	-4.539492	0.8143
32.333458	-4.543004	0.8096
32.335314	-4.589237	1.0081
32.335383	-4.525767	0.8000
32.337321	-4.502011	0.6219
32.339713	-4.574425	0.6232
32.343708	-4.565996	0.6226
32.344169	-4.480428	0.8078
32.345809	-4.561130	0.7289
32.346725	-4.503139	0.5661
32.347892	-4.601775	0.6394
32.348574	-4.491820	0.7554
32.349990	-4.564441	0.8392
32.350281	-4.479147	0.7541
32.351820	-4.489620	0.5542
32.353703	-4.504046	0.8091
33.111663	-4.288763	0.7564
33.112220	-4.194731	0.7415
33.114024	-4.280729	0.4823
33.115390	-4.202693	0.5429
33.120398	-4.268815	0.5893
33.122378	-4.291236	1.1836
33.123013	-4.233982	0.7649
33.121733	-4.188608	0.5303
33.124443	-4.255292	1.2066
33.126215	-4.199633	0.6414
33.127972	-4.180418	0.4533
33.129838	-4.217011	0.4721
33.132622	-4.252576	0.9811
33.132736	-4.205897	0.6411
33.134554	-4.289009	0.5034
33.134145	-4.233013	0.5262
33.134551	-4.188554	0.6704
33.137575	-4.274855	0.5393
33.137364	-4.204304	0.6674
33.140612	-4.290906	0.6711
33.139678	-4.235517	0.5245
33.140596	-4.197068	0.6412
33.142626	-4.287869	0.5445
33.142301	-4.245880	0.0000
33.142353	-4.206357	1.1662
33.144111	-4.283048	0.7686
33.143780	-4.195262	0.6440
33.145944	-4.183170	0.6194
33.148078	-4.282894	0.7762
33.150532	-4.274413	0.5891
33.149724	-4.194282	0.6422
33.152610	-4.276692	0.8729
33.156481	-4.264578	0.6147
33.157634	-4.239326	0.5862
33.157632	-4.185911	0.5862
33.159820	-4.289065	0.6507
33.159230	-4.211513	0.6455
33.159882	-4.173359	0.9667
33.161585	-4.239674	0.4827
33.163224	-4.297082	0.6504
33.162892	-4.182817	0.6687
33.165653	-4.274872	1.7524
33.164288	-4.173690	0.5824
33.167909	-4.294938	0.7687
33.169294	-4.242340	0.9180
33.169191	-4.195081	0.6695
33.171114	-4.277400	0.7656
33.171004	-4.223559	0.6694
33.170738	-4.184983	0.5878
33.172365	-4.270169	0.6150
33.172417	-4.192369	1.1096
33.175507	-4.260763	1.1813
33.174769	-4.214847	0.6692
33.177154	-4.244360	0.2752
33.176812	-4.186509	0.6939
33.178621	-4.285604	0.5594
33.180470	-4.204676	0.7867
33.183484	-4.278673	0.6714
33.183336	-4.239336	0.5656
33.184728	-4.274260	0.7662
33.186213	-4.273360	0.6704
33.188411	-4.277051	0.5498
33.190470	-4.251091	0.8827
33.189413	-4.196735	0.7667
33.191988	-4.264279	0.8712
33.193697	-4.277087	0.5502
33.193707	-4.206885	0.7560
33.194957	-4.185065	0.5516
33.197892	-4.279519	0.9936
33.197976	-4.186679	0.6424
33.200964	-4.238664	0.6691
33.200795	-4.187655	1.4277
33.203356	-4.267981	0.6174
33.202733	-4.191396	0.5862
33.208721	-4.289876	0.6435
33.208018	-4.237446	0.7649
33.208812	-4.199503	0.9450
33.211423	-4.259715	0.7368
33.210869	-4.214294	0.7424
33.212652	-4.268305	0.9420
33.213807	-4.258001	0.7321
33.214824	-4.200774	0.5870
33.216279	-4.219264	0.5877
33.217731	-4.188184	0.7657
33.219715	-4.299148	0.7432
33.219211	-4.197564	0.6464
37.496846	-4.293507	0.6407
37.496044	-4.197310	0.8970
37.497829	-4.179410	0.8333
37.500677	-4.277669	0.5204
37.502552	-4.280961	0.5190
37.504538	-4.285584	1.1821
37.507795	-4.227969	0.5263
37.509889	-4.294459	0.7354
37.509536	-4.234094	0.6678
37.510242	-4.178740	0.7257
37.512299	-4.275556	0.7236
37.511955	-4.228319	0.5224
37.516635	-4.300022	1.1832
37.514833	-4.257617	0.8956
37.516123	-4.215981	0.6843
37.517584	-4.214589	0.6846
37.524300	-4.266138	0.6662
37.529895	-4.290582	0.4330
37.529881	-4.191389	0.6237
37.533215	-4.279444	0.6749
37.532964	-4.176943	0.9343
37.534735	-4.281233	0.5198
37.538473	-4.217362	0.6411
37.536510	-4.176391	0.5222
37.545007	-4.297390	0.7616
37.544579	-4.260259	1.0349
37.549447	-4.232356	1.6382
37.551269	-4.274965	0.7614
37.551086	-4.217674	0.4794
37.552719	-4.254692	1.0300
37.555725	-4.279757	0.4339
37.554719	-4.226402	0.5243
37.557233	-4.225927	0.8350
37.559459	-4.265021	0.5354
37.561635	-4.189484	1.0342
37.566920	-4.231687	0.6784
37.570282	-4.297568	0.8584
37.571184	-4.177716	0.8336
37.573929	-4.289597	0.7808
37.575331	-4.279219	0.8323
37.576517	-4.208457	0.9319
37.578289	-4.195608	0.5672
37.579970	-4.273225	0.7326
37.584443	-4.180281	0.7161
37.586177	-4.270237	0.5610
37.588198	-4.264424	0.5235
37.589461	-4.283608	0.7816
37.590721	-4.235879	0.6813
37.594118	-4.291842	0.8405
37.594049	-4.222097	0.4360
37.598932	-4.248092	0.5233
37.600734	-4.234152	0.8794
37.602279	-4.287647	0.5182
37.602494	-4.188584	0.5886
37.604561	-4.251742	0.8378
37.353307	-4.278935	0.5469
37.354066	-4.188064	0.8430
37.358379	-4.273680	0.4339
37.358911	-4.202032	0.4239
37.360185	-4.224267	0.0000
37.363497	-4.193392	0.6249
37.366923	-4.291902	0.6371
37.368852	-4.178376	1.1357
37.372710	-4.264502	1.0010
37.375263	-4.201677	0.5111
37.376445	-4.299136	0.8803
37.376581	-4.248597	0.6231
37.378460	-4.197230	0.5114
37.380002	-4.219057	0.9190
37.389991	-4.277882	0.5227
37.390228	-4.216396	0.8386
37.391759	-4.214479	0.6672
37.395754	-4.279477	0.5224
37.396346	-4.173708	0.5199
37.397724	-4.200620	0.4362
37.399047	-4.268391	0.5276
37.399511	-4.181359	0.6655
37.400410	-4.274645	0.4229
37.403009	-4.288138	0.5461
37.403350	-4.221561	0.9214
37.407786	-4.238756	0.5071
37.408472	-4.180728	0.5939
37.417227	-4.277916	1.1056
37.416126	-4.207310	0.5618
37.420587	-4.183549	0.5195
37.422589	-4.216353	0.5870
37.424641	-4.204026	0.7166
37.426103	-4.260719	0.8920
37.427974	-4.206103	0.0000
37.433219	-4.260908	0.7273
37.433347	-4.208572	0.3686
37.439232	-4.271860	0.5245
37.440137	-4.218304	0.5659
37.444663	-4.252885	0.5232
37.445985	-4.223137	0.7903
37.451041	-4.261712	0.5250
37.452581	-4.225727	0.5051
37.454835	-4.186358	0.2296
37.456464	-4.284361	1.6842
37.456381	-4.185960	0.8949
37.458225	-4.273674	0.8587
37.347996	-4.414327	0.9185
37.349848	-4.436369	0.8822
37.349976	-4.385848	0.8800
37.353564	-4.360251	0.6324
37.354764	-4.367957	0.4922
37.356493	-4.350757	0.7128
37.357993	-4.433205	0.5748
37.358892	-4.361150	0.6318
37.360290	-4.421296	0.7156
37.360251	-4.347532	0.7132
37.361842	-4.360021	0.5592
37.364423	-4.445638	0.6659
37.367246	-4.411825	0.6023
37.366891	-4.357411	0.5578
37.370017	-4.410421	0.8895
37.372235	-4.348384	0.5582
37.376427	-4.449974	0.0000
37.379751	-4.442273	1.0474
37.379503	-4.364022	0.7166
37.381567	-4.433299	0.7602
37.385737	-4.460992	1.1858
37.386209	-4.417831	0.7509
37.385804	-4.357949	0.6806
37.392994	-4.374406	0.9852
37.395057	-4.362236	0.7128
37.396811	-4.459399	0.6730
37.396670	-4.395660	0.5296
37.401863	-4.463396	0.9467
37.403090	-4.445669	0.4362
37.403519	-4.368976	0.0000
37.404914	-4.411055	0.7749
37.409663	-4.468170	0.9226
37.408770	-4.391682	0.5585
37.413713	-4.386686	0.6190
37.414326	-4.346125	0.6311
37.417639	-4.465325	0.8861
37.416117	-4.416519	0.9623
37.418081	-4.362493	0.8906
37.421885	-4.448217	1.0674
37.421726	-4.406745	0.5595
37.420765	-4.355628	0.6783
37.424235	-4.406930	0.5575
37.423551	-4.364688	0.7468
37.426404	-4.468614	0.7756
37.426999	-4.429837	0.4694
37.428240	-4.362329	0.5858
37.429670	-4.429356	0.3959
37.429797	-4.365151	0.6077
37.431639	-4.418197	0.8923
37.433492	-4.457486	0.2089
37.433544	-4.418496	0.0000
37.435382	-4.468806	0.5212
37.437696	-4.434681	0.7213
37.440682	-4.382703	0.6250
37.444443	-4.459047	0.5896
37.444053	-4.404137	0.5870
37.445862	-4.456536	0.5882
37.451091	-4.440703	0.4371
37.450732	-4.377101	0.5872
37.454378	-4.463244	0.5888
37.454832	-4.423249	0.6724
37.495397	-4.439305	2.7993
37.496115	-4.355655	1.2646
37.497491	-4.370688	0.5862
37.501266	-4.452295	0.6109
37.500802	-4.367830	0.6855
37.505881	-4.469552	0.8876
37.506769	-4.378599	0.5469
37.508320	-4.352397	0.4500
37.512176	-4.447804	0.0000
37.511862	-4.386825	0.5878
37.510568	-4.347118	0.8632
37.511843	-4.346639	0.0000
37.513919	-4.422171	0.5255
37.514532	-4.367592	0.4549
37.515985	-4.389520	0.5871
37.519451	-4.350437	0.4544
37.520686	-4.423209	0.4354
37.521009	-4.357529	0.8945
37.522188	-4.403716	0.8445
37.524784	-4.414633	0.5474
37.525964	-4.457998	1.0366
37.526620	-4.397559	0.8868
37.528619	-4.464206	0.8179
37.528279	-4.382491	0.0000
37.532350	-4.387116	0.5790
37.530210	-4.348466	0.0000
37.533037	-4.348717	0.6239
37.533990	-4.447364	0.8160
37.535125	-4.393357	0.8175
37.535663	-4.352003	0.8910
37.538769	-4.358961	0.8858
37.541368	-4.346987	0.7111
37.542856	-4.359455	0.6480
37.544355	-4.423811	0.8747
